duplicateGroupKey,duplicateBasis,count,fileIds,filePaths,names,size,width,height
6350|320|160|zte-original (1).webp,same name + size + dimensions,5,6a7c25675c7cd75eb84fb8b6|6a7cacaa5c7cd75eb85e0dfd|6a7caddb5c7cd75eb87141d5|6a7caecb5c7cd75eb880e317|6a7caefa5c7cd75eb8846a60,/itel/ZTE-original (1).webp|/Oppo2/ZTE-original (1).webp|/Oppo3/ZTE-original (1).webp|/Oppo5/ZTE-original (1).webp|/Oppo6/ZTE-original (1).webp,ZTE-original (1).webp|ZTE-original (1).webp|ZTE-original (1).webp|ZTE-original (1).webp|ZTE-original (1).webp,6350,320,160
6352|320|320|oppo-k15-pro-plus-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85abace|6a7caca65c7cd75eb85dbe84,/Oppo/Oppo-K15-Pro-Plus-medium.webp|/Oppo2/Oppo-K15-Pro-Plus-medium.webp,Oppo-K15-Pro-Plus-medium.webp|Oppo-K15-Pro-Plus-medium.webp,6352,320,320
6378|320|320|tecnophantomvflip-medium.webp,same name + size + dimensions,2,6a7b69825c7cd75eb8e19ce1|6a7b6a8c5c7cd75eb8e738a8,/ecommerce/All Tecno Smartphones - Price in Kenya/tecnophantomvflip-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/tecnophantomvflip-medium.webp,tecnophantomvflip-medium.webp|tecnophantomvflip-medium.webp,6378,320,320
6414|320|320|oppo-a5-4g-a-medium.webp,same name + size + dimensions,2,6a7cac755c7cd75eb85ab511|6a7cac9e5c7cd75eb85d454a,/Oppo/Oppo-A5-4G-a-medium.webp|/Oppo2/Oppo-A5-4G-a-medium.webp,Oppo-A5-4G-a-medium.webp|Oppo-A5-4G-a-medium.webp,6414,320,320
6436|320|160|ankerlogo-original (1).webp,same name + size + dimensions,6,6a7ca9d55c7cd75eb8305663|6a7caadc5c7cd75eb840f4f9|6a7cab5e5c7cd75eb8492ed3|6a7cabb15c7cd75eb84e9b0e|6a7caf655c7cd75eb88bd2da|6a7c25d45c7cd75eb852ee34,/airbuds/ankerlogo-original (1).webp|/airbuds2/ankerlogo-original (1).webp|/airbuds3/ankerlogo-original (1).webp|/airbuds4/ankerlogo-original (1).webp|/airbuds5/ankerlogo-original (1).webp|/Bts/ankerlogo-original (1).webp,ankerlogo-original (1).webp|ankerlogo-original (1).webp|ankerlogo-original (1).webp|ankerlogo-original (1).webp|ankerlogo-original (1).webp|ankerlogo-original (1).webp,6436,320,160
6436|320|160|ankerlogo-original (4).webp,same name + size + dimensions,2,6a7ca9d55c7cd75eb8305c26|6a7c25d55c7cd75eb852f9ec,/airbuds/ankerlogo-original (4).webp|/Bts/ankerlogo-original (4).webp,ankerlogo-original (4).webp|ankerlogo-original (4).webp,6436,320,160
6520|320|320|oppo-a6-pro-5g-k-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85ac334|6a7cac9e5c7cd75eb85d4629,/Oppo/oppo-a6-pro-5g-k-medium.webp|/Oppo2/oppo-a6-pro-5g-k-medium.webp,oppo-a6-pro-5g-k-medium.webp|oppo-a6-pro-5g-k-medium.webp,6520,320,320
6532|320|320|galaxy-a55-d-medium.webp,same name + size + dimensions,3,6a7ba89a5c7cd75eb81884bb|6a7ba86a5c7cd75eb815b8ec|6a7ba7af5c7cd75eb80b4636,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/Galaxy-A55-d-medium.webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/Galaxy-A55-d-medium.webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (5)/Galaxy-A55-d-medium.webp,Galaxy-A55-d-medium.webp|Galaxy-A55-d-medium.webp|Galaxy-A55-d-medium.webp,6532,320,320
6536|320|320|tecno-camon-40-premier-a-medium (1).webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e19754|6a7b6a845c7cd75eb8e7005e,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Premier-a-medium (1).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Premier-a-medium (1).webp,Tecno-Camon-40-Premier-a-medium (1).webp|Tecno-Camon-40-Premier-a-medium (1).webp,6536,320,320
6538|320|320|oppo-a3-4g-c-medium.webp,same name + size + dimensions,2,6a7cac755c7cd75eb85aac74|6a7cac9e5c7cd75eb85d40cd,/Oppo/Oppo-A3-4G-c-medium.webp|/Oppo2/Oppo-A3-4G-c-medium.webp,Oppo-A3-4G-c-medium.webp|Oppo-A3-4G-c-medium.webp,6538,320,320
6558|320|320|anker-soundcore-r50i-e-medium.webp,same name + size + dimensions,3,6a7ca9d65c7cd75eb8306aae|6a7caadc5c7cd75eb840f179|6a7cab5e5c7cd75eb8492ed8,/airbuds/Anker-Soundcore-R50i-e-medium.webp|/airbuds2/Anker-Soundcore-R50i-e-medium.webp|/airbuds3/Anker-Soundcore-R50i-e-medium.webp,Anker-Soundcore-R50i-e-medium.webp|Anker-Soundcore-R50i-e-medium.webp|Anker-Soundcore-R50i-e-medium.webp,6558,320,320
6572|320|320|tecno-pop-10-c-medium (1).webp,same name + size + dimensions,2,6a7b69805c7cd75eb8e1905a|6a7b6a855c7cd75eb8e705a2,/ecommerce/All Tecno Smartphones - Price in Kenya/tecno-pop-10-c-medium (1).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/tecno-pop-10-c-medium (1).webp,tecno-pop-10-c-medium (1).webp|tecno-pop-10-c-medium (1).webp,6572,320,320
6576|320|320|jbl-live-beam-3-medium (1).webp,same name + size + dimensions,3,6a7ca9de5c7cd75eb830fb76|6a7caadc5c7cd75eb841057f|6a7cab5e5c7cd75eb84934b8,/airbuds/JBL-Live-Beam-3-medium (1).webp|/airbuds2/JBL-Live-Beam-3-medium (1).webp|/airbuds3/JBL-Live-Beam-3-medium (1).webp,JBL-Live-Beam-3-medium (1).webp|JBL-Live-Beam-3-medium (1).webp|JBL-Live-Beam-3-medium (1).webp,6576,320,320
6682|320|320|tecno-spark-50-pro-medium.webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e19890|6a7b6a8b5c7cd75eb8e727f8,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Spark-50-Pro-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Spark-50-Pro-medium.webp,Tecno-Spark-50-Pro-medium.webp|Tecno-Spark-50-Pro-medium.webp,6682,320,320
670|20|20|default (14).svg,same name + size + dimensions,11,6a7ba9875c7cd75eb8264b30|6a7b697f5c7cd75eb8e18806|6a7b63435c7cd75eb8b322c5|6a7ba8995c7cd75eb8187731|6a7ba8495c7cd75eb813e5db|6a7ba80c5c7cd75eb8108a4e|6a7ba7bc5c7cd75eb80c0c75|6a7ba7745c7cd75eb807caa6|6a7ba71a5c7cd75eb802fbf6|6a7ba8c85c7cd75eb81b155e|6a7b6a835c7cd75eb8e6fc94,/ecommerce/All iOS Smartphones - Price in Kenya/default (14).svg|/ecommerce/All Tecno Smartphones - Price in Kenya/default (14).svg|/ecommerce/All Xiaomi Smartphones - Price in Kenya (2)/default (14).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/default (14).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/default (14).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (3)/default (14).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (4)/default (14).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (5)/default (14).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (6)/default (14).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya/default (14).svg|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/default (14).svg,default (14).svg|default (14).svg|default (14).svg|default (14).svg|default (14).svg|default (14).svg|default (14).svg|default (14).svg|default (14).svg|default (14).svg|default (14).svg,670,20,20
670|20|20|download (14).svg,same name + size + dimensions,9,6a7ca9d55c7cd75eb8305914|6a7caadc5c7cd75eb840f9b0|6a7cab5e5c7cd75eb8493626|6a7cabb15c7cd75eb84e9a11|6a7caf655c7cd75eb88bdb37|6a7c24ec5c7cd75eb84c4cb1|6a7cac9d5c7cd75eb85d30e0|6a7cadd15c7cd75eb870949a|6a7cae075c7cd75eb8740d0d,/airbuds/download (14).svg|/airbuds2/download (14).svg|/airbuds3/download (14).svg|/airbuds4/download (14).svg|/airbuds5/download (14).svg|/itel/download (14).svg|/Oppo2/download (14).svg|/Oppo3/download (14).svg|/Oppo4/download (14).svg,download (14).svg|download (14).svg|download (14).svg|download (14).svg|download (14).svg|download (14).svg|download (14).svg|download (14).svg|download (14).svg,670,20,20
670|20|20|download (32).svg,same name + size + dimensions,2,6a7ca9d55c7cd75eb8305ba2|6a7c24ec5c7cd75eb84c4ef0,/airbuds/download (32).svg|/itel/download (32).svg,download (32).svg|download (32).svg,670,20,20
6706|320|160|lg-logo-original (3).webp,same name + size + dimensions,2,6a7c25515c7cd75eb84f1a09|6a7c23ab5c7cd75eb842ed06,/itel/lg-logo-original (3).webp|/tvs/lg-logo-original (3).webp,lg-logo-original (3).webp|lg-logo-original (3).webp,6706,320,160
6706|320|160|lg-logo-original.webp,same name + size + dimensions,7,6a7c25515c7cd75eb84f1a04|6a7cac9e5c7cd75eb85d3d92|6a7cadd15c7cd75eb87096cb|6a7cae075c7cd75eb8740eab|6a7caeb85c7cd75eb87f95bf|6a7caeee5c7cd75eb88390dd|6a7c23ab5c7cd75eb842ecfd,/itel/lg-logo-original.webp|/Oppo2/lg-logo-original.webp|/Oppo3/lg-logo-original.webp|/Oppo4/lg-logo-original.webp|/Oppo5/lg-logo-original.webp|/Oppo6/lg-logo-original.webp|/tvs/lg-logo-original.webp,lg-logo-original.webp|lg-logo-original.webp|lg-logo-original.webp|lg-logo-original.webp|lg-logo-original.webp|lg-logo-original.webp|lg-logo-original.webp,6706,320,160
6710|320|320|tecno-spark-50-medium.webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e19884|6a7b6a8b5c7cd75eb8e727ee,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Spark-50-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Spark-50-medium.webp,Tecno-Spark-50-medium.webp|Tecno-Spark-50-medium.webp,6710,320,320
6734|320|320|oppo-reno-16c-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85ac04f|6a7caca75c7cd75eb85dc6f2,/Oppo/Oppo-Reno-16c-medium.webp|/Oppo2/Oppo-Reno-16c-medium.webp,Oppo-Reno-16c-medium.webp|Oppo-Reno-16c-medium.webp,6734,320,320
6742|320|320|oppo-reno-15f-a-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85abf7d|6a7caca75c7cd75eb85dc73f,/Oppo/Oppo-Reno-15F-a-medium.webp|/Oppo2/Oppo-Reno-15F-a-medium.webp,Oppo-Reno-15F-a-medium.webp|Oppo-Reno-15F-a-medium.webp,6742,320,320
6756|320|320|tecno-camon-40a-medium (1).webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e19397|6a7b6a8a5c7cd75eb8e722cc,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium (1).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium (1).webp,Tecno-Camon-40a-medium (1).webp|Tecno-Camon-40a-medium (1).webp,6756,320,320
6756|320|320|tecno-camon-40a-medium.webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e1979d|6a7b6a8a5c7cd75eb8e72382,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium.webp,Tecno-Camon-40a-medium.webp|Tecno-Camon-40a-medium.webp,6756,320,320
6762|320|160|samsung-logo-original (3).webp,same name + size + dimensions,3,6a7ca9e75c7cd75eb8317cbe|6a7c25665c7cd75eb84fb1e8|6a7c23de5c7cd75eb844b2f7,/airbuds/samsung-logo-original (3).webp|/itel/samsung-logo-original (3).webp|/tvs/samsung-logo-original (3).webp,samsung-logo-original (3).webp|samsung-logo-original (3).webp|samsung-logo-original (3).webp,6762,320,160
6762|320|160|samsung-logo-original.webp,same name + size + dimensions,12,6a7ca9e75c7cd75eb8317f05|6a7caae55c7cd75eb841870a|6a7cab675c7cd75eb849d830|6a7cabbb5c7cd75eb84f2ce3|6a7caf715c7cd75eb88cad63|6a7c25665c7cd75eb84fb1b6|6a7caca95c7cd75eb85df30c|6a7cadda5c7cd75eb8713f50|6a7cae085c7cd75eb8740ff1|6a7caec25c7cd75eb8803eac|6a7caef95c7cd75eb8846649|6a7c23df5c7cd75eb844b6d7,/airbuds/samsung-logo-original.webp|/airbuds2/samsung-logo-original.webp|/airbuds3/samsung-logo-original.webp|/airbuds4/samsung-logo-original.webp|/airbuds5/samsung-logo-original.webp|/itel/samsung-logo-original.webp|/Oppo2/samsung-logo-original.webp|/Oppo3/samsung-logo-original.webp|/Oppo4/samsung-logo-original.webp|/Oppo5/samsung-logo-original.webp|/Oppo6/samsung-logo-original.webp|/tvs/samsung-logo-original.webp,samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp|samsung-logo-original.webp,6762,320,160
6778|320|320|jbl-live-buds-3-a-medium (1).webp,same name + size + dimensions,2,6a7caadc5c7cd75eb841053f|6a7cab5e5c7cd75eb8492a48,/airbuds2/JBL-Live-Buds-3-a-medium (1).webp|/airbuds3/JBL-Live-Buds-3-a-medium (1).webp,JBL-Live-Buds-3-a-medium (1).webp|JBL-Live-Buds-3-a-medium (1).webp,6778,320,320
6780|320|320|oppo-reno15-fs-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85ac417|6a7caca75c7cd75eb85dcba3,/Oppo/Oppo-Reno15-FS-medium.webp|/Oppo2/Oppo-Reno15-FS-medium.webp,Oppo-Reno15-FS-medium.webp|Oppo-Reno15-FS-medium.webp,6780,320,320
6782|320|160|lenovo-logo-original (1).webp,same name + size + dimensions,5,6a7c25515c7cd75eb84f19f6|6a7cac9e5c7cd75eb85d3af2|6a7cadd15c7cd75eb8709485|6a7caeb85c7cd75eb87f9fed|6a7caeed5c7cd75eb883853c,/itel/lenovo-logo-original (1).webp|/Oppo2/lenovo-logo-original (1).webp|/Oppo3/lenovo-logo-original (1).webp|/Oppo5/lenovo-logo-original (1).webp|/Oppo6/lenovo-logo-original (1).webp,lenovo-logo-original (1).webp|lenovo-logo-original (1).webp|lenovo-logo-original (1).webp|lenovo-logo-original (1).webp|lenovo-logo-original (1).webp,6782,320,160
6794|320|320|oppo-a3x-4g-b-medium (2).webp,same name + size + dimensions,2,6a7cac755c7cd75eb85ab7c2|6a7cac9e5c7cd75eb85d4004,/Oppo/Oppo-A3x-4G-b-medium (2).webp|/Oppo2/Oppo-A3x-4G-b-medium (2).webp,Oppo-A3x-4G-b-medium (2).webp|Oppo-A3x-4G-b-medium (2).webp,6794,320,320
6794|320|320|oppo-a3x-4g-b-medium (3).webp,same name + size + dimensions,2,6a7cac755c7cd75eb85ab234|6a7cac9e5c7cd75eb85d405b,/Oppo/Oppo-A3x-4G-b-medium (3).webp|/Oppo2/Oppo-A3x-4G-b-medium (3).webp,Oppo-A3x-4G-b-medium (3).webp|Oppo-A3x-4G-b-medium (3).webp,6794,320,320
6820|320|320|tecno-camon-50-pro-medium.webp,same name + size + dimensions,2,6a7b697e5c7cd75eb8e18260|6a7b6a875c7cd75eb8e70ca9,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-50-Pro-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-50-Pro-medium.webp,Tecno-Camon-50-Pro-medium.webp|Tecno-Camon-50-Pro-medium.webp,6820,320,320
6900|320|320|oppo-k15-pro-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85abdcc|6a7caca65c7cd75eb85dba70,/Oppo/Oppo-K15-Pro-medium.webp|/Oppo2/Oppo-K15-Pro-medium.webp,Oppo-K15-Pro-medium.webp|Oppo-K15-Pro-medium.webp,6900,320,320
6902|320|320|tecno-camon-50-ultra-medium.webp,same name + size + dimensions,2,6a7b697f5c7cd75eb8e188bd|6a7b6a875c7cd75eb8e70e0b,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-50-Ultra-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-50-Ultra-medium.webp,Tecno-Camon-50-Ultra-medium.webp|Tecno-Camon-50-Ultra-medium.webp,6902,320,320
6910|320|160|vivo-logo-original (1).webp,same name + size + dimensions,5,6a7c25675c7cd75eb84fb68c|6a7caca75c7cd75eb85dce9a|6a7cadda5c7cd75eb8713f6b|6a7caec25c7cd75eb8804199|6a7caef95c7cd75eb8846805,/itel/vivo-logo-original (1).webp|/Oppo2/vivo-logo-original (1).webp|/Oppo3/vivo-logo-original (1).webp|/Oppo5/vivo-logo-original (1).webp|/Oppo6/vivo-logo-original (1).webp,vivo-logo-original (1).webp|vivo-logo-original (1).webp|vivo-logo-original (1).webp|vivo-logo-original (1).webp|vivo-logo-original (1).webp,6910,320,160
6924|320|320|tecno-pop-x-4g-a-medium (1).webp,same name + size + dimensions,2,6a7b697c5c7cd75eb8e17a2f|6a7b6a885c7cd75eb8e71098,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Pop-X-4G-a-medium (1).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Pop-X-4G-a-medium (1).webp,Tecno-Pop-X-4G-a-medium (1).webp|Tecno-Pop-X-4G-a-medium (1).webp,6924,320,320
6936|320|320|tecnophantomx3-medium (2).webp,same name + size + dimensions,2,6a7b69825c7cd75eb8e19b0a|6a7b6a8c5c7cd75eb8e735c2,/ecommerce/All Tecno Smartphones - Price in Kenya/tecnophantomx3-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/tecnophantomx3-medium (2).webp,tecnophantomx3-medium (2).webp|tecnophantomx3-medium (2).webp,6936,320,320
6936|320|320|tecnophantomx3-medium (3).webp,same name + size + dimensions,2,6a7b69835c7cd75eb8e19f6c|6a7b6a8c5c7cd75eb8e73e48,/ecommerce/All Tecno Smartphones - Price in Kenya/tecnophantomx3-medium (3).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/tecnophantomx3-medium (3).webp,tecnophantomx3-medium (3).webp|tecnophantomx3-medium (3).webp,6936,320,320
6954|320|320|samsung-f36-medium (1).webp,same name + size + dimensions,2,6a7ba89a5c7cd75eb8188896|6a7ba86c5c7cd75eb815dfd8,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/Samsung-F36-medium (1).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/Samsung-F36-medium (1).webp,Samsung-F36-medium (1).webp|Samsung-F36-medium (1).webp,6954,320,320
7004|320|320|oppo-reno-12f-5g-b-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85abdb5|6a7caca75c7cd75eb85dc2e5,/Oppo/Oppo-Reno-12F-5G-b-medium.webp|/Oppo2/Oppo-Reno-12F-5G-b-medium.webp,Oppo-Reno-12F-5G-b-medium.webp|Oppo-Reno-12F-5G-b-medium.webp,7004,320,320
7006|320|320|samsung-galaxy-m36-b-medium (2).webp,same name + size + dimensions,2,6a7ba8c55c7cd75eb81ae591|6a7ba86c5c7cd75eb815e235,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/Samsung-Galaxy-M36-b-medium (2).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/Samsung-Galaxy-M36-b-medium (2).webp,Samsung-Galaxy-M36-b-medium (2).webp|Samsung-Galaxy-M36-b-medium (2).webp,7006,320,320
7006|320|320|samsung-galaxy-m36-b-medium (3).webp,same name + size + dimensions,2,6a7ba8c55c7cd75eb81ae5c8|6a7ba86c5c7cd75eb815e26b,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/Samsung-Galaxy-M36-b-medium (3).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/Samsung-Galaxy-M36-b-medium (3).webp,Samsung-Galaxy-M36-b-medium (3).webp|Samsung-Galaxy-M36-b-medium (3).webp,7006,320,320
7010|320|320|samsung-galaxy-s24-ultra-d-medium.webp,same name + size + dimensions,2,6a7ba83f5c7cd75eb81350a2|6a7ba7bc5c7cd75eb80c0bd6,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (3)/Samsung-Galaxy-S24-Ultra-d-medium.webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (5)/Samsung-Galaxy-S24-Ultra-d-medium.webp,Samsung-Galaxy-S24-Ultra-d-medium.webp|Samsung-Galaxy-S24-Ultra-d-medium.webp,7010,320,320
7016|320|320|tecno-camon-40-proa-medium.webp,same name + size + dimensions,2,6a7b69805c7cd75eb8e19064|6a7b6a865c7cd75eb8e70860,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Proa-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Proa-medium.webp,Tecno-Camon-40-Proa-medium.webp|Tecno-Camon-40-Proa-medium.webp,7016,320,320
7036|320|320|samsung-galaxy-m56-a-medium.webp,same name + size + dimensions,2,6a7ba8c75c7cd75eb81b02f2|6a7ba8705c7cd75eb8160e8e,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/Samsung-Galaxy-M56-a-medium.webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/Samsung-Galaxy-M56-a-medium.webp,Samsung-Galaxy-M56-a-medium.webp|Samsung-Galaxy-M56-a-medium.webp,7036,320,320
7038|320|320|tecno-pova-curve-2-medium.webp,same name + size + dimensions,2,6a7b697e5c7cd75eb8e18518|6a7b6a895c7cd75eb8e716f5,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Pova-Curve-2-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Pova-Curve-2-medium.webp,Tecno-Pova-Curve-2-medium.webp|Tecno-Pova-Curve-2-medium.webp,7038,320,320
7090|320|320|tecno-pop-20-a-medium.webp,same name + size + dimensions,2,6a7b697f5c7cd75eb8e18c36|6a7b6a865c7cd75eb8e70851,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Pop-20-a-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Pop-20-a-medium.webp,Tecno-Pop-20-a-medium.webp|Tecno-Pop-20-a-medium.webp,7090,320,320
7102|320|320|oppo-find-x9-ultra-a-medium.webp,same name + size + dimensions,2,6a7cac765c7cd75eb85abc40|6a7caca65c7cd75eb85dbab1,/Oppo/Oppo-Find-X9-Ultra-a-medium.webp|/Oppo2/Oppo-Find-X9-Ultra-a-medium.webp,Oppo-Find-X9-Ultra-a-medium.webp|Oppo-Find-X9-Ultra-a-medium.webp,7102,320,320
7110|320|320|galaxyzflip4q-medium (1).webp,same name + size + dimensions,2,6a7ba89a5c7cd75eb818872b|6a7ba86c5c7cd75eb815def9,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/galaxyzflip4q-medium (1).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/galaxyzflip4q-medium (1).webp,galaxyzflip4q-medium (1).webp|galaxyzflip4q-medium (1).webp,7110,320,320
7110|320|320|galaxyzflip4q-medium.webp,same name + size + dimensions,2,6a7ba89a5c7cd75eb8188864|6a7ba86c5c7cd75eb815e014,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/galaxyzflip4q-medium.webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/galaxyzflip4q-medium.webp,galaxyzflip4q-medium.webp|galaxyzflip4q-medium.webp,7110,320,320
7126|320|320|tecno-camon-40-premier-a-medium.webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e1976f|6a7b6a845c7cd75eb8e70117,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Premier-a-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Premier-a-medium.webp,Tecno-Camon-40-Premier-a-medium.webp|Tecno-Camon-40-Premier-a-medium.webp,7126,320,320
7140|320|160|oraimo-original (1).webp,same name + size + dimensions,6,6a7ca9e35c7cd75eb8314245|6a7caae55c7cd75eb8418696|6a7cab675c7cd75eb849d4c9|6a7cabba5c7cd75eb84f20a7|6a7caf6f5c7cd75eb88c8cea|6a7c26215c7cd75eb85525a7,/airbuds/oraimo-original (1).webp|/airbuds2/oraimo-original (1).webp|/airbuds3/oraimo-original (1).webp|/airbuds4/oraimo-original (1).webp|/airbuds5/oraimo-original (1).webp|/Bts/oraimo-original (1).webp,oraimo-original (1).webp|oraimo-original (1).webp|oraimo-original (1).webp|oraimo-original (1).webp|oraimo-original (1).webp|oraimo-original (1).webp,7140,320,160
7140|320|160|oraimo-original (4).webp,same name + size + dimensions,2,6a7ca9e45c7cd75eb831428e|6a7c26215c7cd75eb85525b2,/airbuds/oraimo-original (4).webp|/Bts/oraimo-original (4).webp,oraimo-original (4).webp|oraimo-original (4).webp,7140,320,160
7180|320|160|blackview-original (1).webp,same name + size + dimensions,5,6a7c24ec5c7cd75eb84c4c0a|6a7cac9d5c7cd75eb85d30e5|6a7cadd25c7cd75eb8709f03|6a7caeb85c7cd75eb87f9089|6a7caeed5c7cd75eb8838581,/itel/Blackview-original (1).webp|/Oppo2/Blackview-original (1).webp|/Oppo3/Blackview-original (1).webp|/Oppo5/Blackview-original (1).webp|/Oppo6/Blackview-original (1).webp,Blackview-original (1).webp|Blackview-original (1).webp|Blackview-original (1).webp|Blackview-original (1).webp|Blackview-original (1).webp,7180,320,160
7188|320|320|jbl-live-flex-3-medium (1).webp,same name + size + dimensions,3,6a7ca9de5c7cd75eb830fc51|6a7caadd5c7cd75eb8410932|6a7cab5e5c7cd75eb8493707,/airbuds/JBL-Live-Flex-3-medium (1).webp|/airbuds2/JBL-Live-Flex-3-medium (1).webp|/airbuds3/JBL-Live-Flex-3-medium (1).webp,JBL-Live-Flex-3-medium (1).webp|JBL-Live-Flex-3-medium (1).webp|JBL-Live-Flex-3-medium (1).webp,7188,320,320
7294|320|320|tecno-spark-30c-medium.webp,same name + size + dimensions,2,6a7b697f5c7cd75eb8e187f9|6a7b6a875c7cd75eb8e70cf4,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Spark-30C-medium.webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Spark-30C-medium.webp,Tecno-Spark-30C-medium.webp|Tecno-Spark-30C-medium.webp,7294,320,320
7304|320|320|tecno-spark-go-2025-b-medium (1).webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e198e2|6a7b6a8b5c7cd75eb8e727f9,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Spark-Go-2025-b-medium (1).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Spark-Go-2025-b-medium (1).webp,Tecno-Spark-Go-2025-b-medium (1).webp|Tecno-Spark-Go-2025-b-medium (1).webp,7304,320,320
