duplicateGroupKey,duplicateBasis,count,fileIds,filePaths,names,size,width,height
2598|145|145|galaxy-a55-d-medium (2).webp,same name + size + dimensions,2,6a7ba89a5c7cd75eb81884a0|6a7ba86a5c7cd75eb815b8d7,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/Galaxy-A55-d-medium (2).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/Galaxy-A55-d-medium (2).webp,Galaxy-A55-d-medium (2).webp|Galaxy-A55-d-medium (2).webp,2598,145,145
2648|100|50|energizer-logo-original (2).webp,same name + size + dimensions,5,6a7c24ec5c7cd75eb84c4f7e|6a7cac9d5c7cd75eb85d32d5|6a7cadd15c7cd75eb87094bc|6a7caeb85c7cd75eb87f920f|6a7caeec5c7cd75eb8837218,/itel/energizer-logo-original (2).webp|/Oppo2/energizer-logo-original (2).webp|/Oppo3/energizer-logo-original (2).webp|/Oppo5/energizer-logo-original (2).webp|/Oppo6/energizer-logo-original (2).webp,energizer-logo-original (2).webp|energizer-logo-original (2).webp|energizer-logo-original (2).webp|energizer-logo-original (2).webp|energizer-logo-original (2).webp,2648,100,50
2662|320|320|samsung-galaxy-buds-4-a-medium (1).webp,same name + size + dimensions,3,6a7ca9e75c7cd75eb8317c27|6a7caae55c7cd75eb84186c7|6a7cab675c7cd75eb849d62c,/airbuds/Samsung-Galaxy-Buds-4-a-medium (1).webp|/airbuds2/Samsung-Galaxy-Buds-4-a-medium (1).webp|/airbuds3/Samsung-Galaxy-Buds-4-a-medium (1).webp,Samsung-Galaxy-Buds-4-a-medium (1).webp|Samsung-Galaxy-Buds-4-a-medium (1).webp|Samsung-Galaxy-Buds-4-a-medium (1).webp,2662,320,320
2694|145|145|tecno-camon-40a-medium (4).webp,same name + size + dimensions,2,6a7b69805c7cd75eb8e190a4|6a7b6a845c7cd75eb8e7014e,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium (4).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium (4).webp,Tecno-Camon-40a-medium (4).webp|Tecno-Camon-40a-medium (4).webp,2694,145,145
2694|145|145|tecno-camon-40a-medium (5).webp,same name + size + dimensions,2,6a7b697d5c7cd75eb8e17e37|6a7b6a855c7cd75eb8e70400,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium (5).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40a-medium (5).webp,Tecno-Camon-40a-medium (5).webp|Tecno-Camon-40a-medium (5).webp,2694,145,145
2716|100|50|lenovo-logo-original (2).webp,same name + size + dimensions,5,6a7c25515c7cd75eb84f19f0|6a7cac9e5c7cd75eb85d3d59|6a7cadd25c7cd75eb8709ebd|6a7caeb85c7cd75eb87f9fe5|6a7caeed5c7cd75eb88385a3,/itel/lenovo-logo-original (2).webp|/Oppo2/lenovo-logo-original (2).webp|/Oppo3/lenovo-logo-original (2).webp|/Oppo5/lenovo-logo-original (2).webp|/Oppo6/lenovo-logo-original (2).webp,lenovo-logo-original (2).webp|lenovo-logo-original (2).webp|lenovo-logo-original (2).webp|lenovo-logo-original (2).webp|lenovo-logo-original (2).webp,2716,100,50
2718|145|145|anker-soundcore-r50i-e-medium (2).webp,same name + size + dimensions,3,6a7ca9d55c7cd75eb83056d8|6a7caadc5c7cd75eb840f540|6a7cab5e5c7cd75eb84929ca,/airbuds/Anker-Soundcore-R50i-e-medium (2).webp|/airbuds2/Anker-Soundcore-R50i-e-medium (2).webp|/airbuds3/Anker-Soundcore-R50i-e-medium (2).webp,Anker-Soundcore-R50i-e-medium (2).webp|Anker-Soundcore-R50i-e-medium (2).webp|Anker-Soundcore-R50i-e-medium (2).webp,2718,145,145
2722|145|145|anker-soundcore-liberty-5-pro-max-medium (2).webp,same name + size + dimensions,2,6a7caadb5c7cd75eb840f031|6a7cab5e5c7cd75eb8492cbf,/airbuds2/Anker-Soundcore-Liberty-5-Pro-Max-medium (2).webp|/airbuds3/Anker-Soundcore-Liberty-5-Pro-Max-medium (2).webp,Anker-Soundcore-Liberty-5-Pro-Max-medium (2).webp|Anker-Soundcore-Liberty-5-Pro-Max-medium (2).webp,2722,145,145
2748|145|145|tecno-spark-50-4g-b-medium (2).webp,same name + size + dimensions,2,6a7b697f5c7cd75eb8e188c1|6a7b6a8a5c7cd75eb8e71de5,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Spark-50-4G-b-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Spark-50-4G-b-medium (2).webp,Tecno-Spark-50-4G-b-medium (2).webp|Tecno-Spark-50-4G-b-medium (2).webp,2748,145,145
279|24|24|default (10).svg,same name + size + dimensions,14,6a7ba9875c7cd75eb826522a|6a7b6cca5c7cd75eb8f3e9ba|6a7b697f5c7cd75eb8e187d2|6a7b63425c7cd75eb8b31e77|6a7ba8995c7cd75eb81876f1|6a7ba8435c7cd75eb8138d43|6a7ba80c5c7cd75eb810885a|6a7ba7bc5c7cd75eb80c0c81|6a7ba7705c7cd75eb807829e|6a7ba71a5c7cd75eb802f9ce|6a7ba6db5c7cd75eb8ff4fb0|6a7ba6a35c7cd75eb8fc19b3|6a7ba8c85c7cd75eb81b1516|6a7b6a835c7cd75eb8e6fc70,/ecommerce/All iOS Smartphones - Price in Kenya/default (10).svg|/ecommerce/All Tecno Smartphones - Price in Kenya (2)/default (10).svg|/ecommerce/All Tecno Smartphones - Price in Kenya/default (10).svg|/ecommerce/All Xiaomi Smartphones - Price in Kenya (2)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (3)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (4)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (5)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (6)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (7)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (8)/default (10).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya/default (10).svg|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/default (10).svg,default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg|default (10).svg,279,24,24
279|24|24|download (10).svg,same name + size + dimensions,13,6a7ca9d55c7cd75eb830581c|6a7caadb5c7cd75eb840ef94|6a7cab5e5c7cd75eb8492e2e|6a7cabb15c7cd75eb84e9e14|6a7caf675c7cd75eb88bf31d|6a7c25d75c7cd75eb8530be9|6a7c24ec5c7cd75eb84c4e36|6a7cac9d5c7cd75eb85d30d3|6a7cadd15c7cd75eb8709b29|6a7cae075c7cd75eb8740b95|6a7caeb85c7cd75eb87f8ff5|6a7caeec5c7cd75eb883743f|6a7c23535c7cd75eb8406d1c,/airbuds/download (10).svg|/airbuds2/download (10).svg|/airbuds3/download (10).svg|/airbuds4/download (10).svg|/airbuds5/download (10).svg|/Bts/download (10).svg|/itel/download (10).svg|/Oppo2/download (10).svg|/Oppo3/download (10).svg|/Oppo4/download (10).svg|/Oppo5/download (10).svg|/Oppo6/download (10).svg|/tvs/download (10).svg,download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg|download (10).svg,279,24,24
279|24|24|download (27).svg,same name + size + dimensions,2,6a7c25d75c7cd75eb8530bae|6a7c23535c7cd75eb8406ce5,/Bts/download (27).svg|/tvs/download (27).svg,download (27).svg|download (27).svg,279,24,24
279|24|24|download (28).svg,same name + size + dimensions,2,6a7ca9d65c7cd75eb8306c1b|6a7c24ec5c7cd75eb84c4c07,/airbuds/download (28).svg|/itel/download (28).svg,download (28).svg|download (28).svg,279,24,24
2816|145|145|tecno-spark-30-a-medium (2).webp,same name + size + dimensions,2,6a7b697e5c7cd75eb8e184f0|6a7b6a895c7cd75eb8e7199e,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Spark-30-a-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Spark-30-a-medium (2).webp,Tecno-Spark-30-a-medium (2).webp|Tecno-Spark-30-a-medium (2).webp,2816,145,145
2820|320|320|anker-soundcore-p30i-f-medium (1).webp,same name + size + dimensions,3,6a7ca9d45c7cd75eb83053b3|6a7caadb5c7cd75eb840eebf|6a7cab5e5c7cd75eb8492e6e,/airbuds/Anker-Soundcore-P30i-f-medium (1).webp|/airbuds2/Anker-Soundcore-P30i-f-medium (1).webp|/airbuds3/Anker-Soundcore-P30i-f-medium (1).webp,Anker-Soundcore-P30i-f-medium (1).webp|Anker-Soundcore-P30i-f-medium (1).webp|Anker-Soundcore-P30i-f-medium (1).webp,2820,320,320
2830|320|320|apple-airpods-2-bk5t8ltfq7-medium (1).webp,same name + size + dimensions,2,6a7caadc5c7cd75eb840f58f|6a7cab5e5c7cd75eb84929ed,/airbuds2/apple-airpods-2-BK5t8LTfq7-medium (1).webp|/airbuds3/apple-airpods-2-BK5t8LTfq7-medium (1).webp,apple-airpods-2-BK5t8LTfq7-medium (1).webp|apple-airpods-2-BK5t8LTfq7-medium (1).webp,2830,320,320
2832|145|145|tecno-pova-curve-2-medium (2).webp,same name + size + dimensions,2,6a7b69805c7cd75eb8e19111|6a7b6a895c7cd75eb8e71737,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Pova-Curve-2-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Pova-Curve-2-medium (2).webp,Tecno-Pova-Curve-2-medium (2).webp|Tecno-Pova-Curve-2-medium (2).webp,2832,145,145
2836|145|145|tecno-pop-20-a-medium (2).webp,same name + size + dimensions,2,6a7b69805c7cd75eb8e190ac|6a7b6a885c7cd75eb8e71090,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Pop-20-a-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Pop-20-a-medium (2).webp,Tecno-Pop-20-a-medium (2).webp|Tecno-Pop-20-a-medium (2).webp,2836,145,145
2850|145|145|tecno-spark-30c-medium (2).webp,same name + size + dimensions,2,6a7b69815c7cd75eb8e1972e|6a7b6a8a5c7cd75eb8e722a6,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Spark-30C-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Spark-30C-medium (2).webp,Tecno-Spark-30C-medium (2).webp|Tecno-Spark-30C-medium (2).webp,2850,145,145
2888|145|145|tecno-pova-8-a-medium (2).webp,same name + size + dimensions,2,6a7b697e5c7cd75eb8e18250|6a7b6a885c7cd75eb8e7110f,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Pova-8-a-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Pova-8-a-medium (2).webp,Tecno-Pova-8-a-medium (2).webp|Tecno-Pova-8-a-medium (2).webp,2888,145,145
2894|100|50|huawei-logo-original (2).webp,same name + size + dimensions,10,6a7ca9de5c7cd75eb830f792|6a7caadc5c7cd75eb84101f9|6a7cab5e5c7cd75eb84929fc|6a7cabb15c7cd75eb84e9f74|6a7caf675c7cd75eb88bf320|6a7c24ec5c7cd75eb84c4fd8|6a7cac9d5c7cd75eb85d3665|6a7cadd25c7cd75eb870a017|6a7caeb85c7cd75eb87f921f|6a7caeed5c7cd75eb8837f19,/airbuds/huawei-logo-original (2).webp|/airbuds2/huawei-logo-original (2).webp|/airbuds3/huawei-logo-original (2).webp|/airbuds4/huawei-logo-original (2).webp|/airbuds5/huawei-logo-original (2).webp|/itel/huawei-logo-original (2).webp|/Oppo2/huawei-logo-original (2).webp|/Oppo3/huawei-logo-original (2).webp|/Oppo5/huawei-logo-original (2).webp|/Oppo6/huawei-logo-original (2).webp,huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp|huawei-logo-original (2).webp,2894,100,50
291|24|24|default (6).svg,same name + size + dimensions,14,6a7ba9875c7cd75eb8264b3e|6a7b6cca5c7cd75eb8f3ea55|6a7b69805c7cd75eb8e1903b|6a7b63445c7cd75eb8b329cd|6a7ba89a5c7cd75eb81883fa|6a7ba8695c7cd75eb815afc4|6a7ba80c5c7cd75eb81088e8|6a7ba7bc5c7cd75eb80c0cc9|6a7ba7755c7cd75eb807d3e9|6a7ba71a5c7cd75eb802fc15|6a7ba6db5c7cd75eb8ff4feb|6a7ba6a45c7cd75eb8fc2044|6a7ba8c85c7cd75eb81b164d|6a7b6a845c7cd75eb8e6ff3a,/ecommerce/All iOS Smartphones - Price in Kenya/default (6).svg|/ecommerce/All Tecno Smartphones - Price in Kenya (2)/default (6).svg|/ecommerce/All Tecno Smartphones - Price in Kenya/default (6).svg|/ecommerce/All Xiaomi Smartphones - Price in Kenya (2)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (3)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (4)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (5)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (6)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (7)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (8)/default (6).svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya/default (6).svg|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/default (6).svg,default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg|default (6).svg,291,24,24
291|24|24|download (23).svg,same name + size + dimensions,2,6a7c25d75c7cd75eb8530cac|6a7c23535c7cd75eb8406c49,/Bts/download (23).svg|/tvs/download (23).svg,download (23).svg|download (23).svg,291,24,24
291|24|24|download (24).svg,same name + size + dimensions,2,6a7ca9d55c7cd75eb8305978|6a7c24ec5c7cd75eb84c4cbb,/airbuds/download (24).svg|/itel/download (24).svg,download (24).svg|download (24).svg,291,24,24
291|24|24|download (6).svg,same name + size + dimensions,13,6a7ca9d75c7cd75eb830882f|6a7caadc5c7cd75eb840fd4c|6a7cab5e5c7cd75eb8493316|6a7cabb15c7cd75eb84e9a9f|6a7caf675c7cd75eb88bf244|6a7c25d95c7cd75eb8531b7b|6a7c24ec5c7cd75eb84c4f57|6a7cac9d5c7cd75eb85d30d1|6a7cadd15c7cd75eb870921e|6a7cae075c7cd75eb8740d11|6a7caeb85c7cd75eb87f9213|6a7caeed5c7cd75eb8837f33|6a7c236d5c7cd75eb84130f3,/airbuds/download (6).svg|/airbuds2/download (6).svg|/airbuds3/download (6).svg|/airbuds4/download (6).svg|/airbuds5/download (6).svg|/Bts/download (6).svg|/itel/download (6).svg|/Oppo2/download (6).svg|/Oppo3/download (6).svg|/Oppo4/download (6).svg|/Oppo5/download (6).svg|/Oppo6/download (6).svg|/tvs/download (6).svg,download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg|download (6).svg,291,24,24
291|24|24|search.7d254c6 (1).svg,same name + size + dimensions,3,6a7c26215c7cd75eb85526aa|6a7c25665c7cd75eb84fb3b9|6a7c23df5c7cd75eb844b7ac,/Bts/search.7d254c6 (1).svg|/itel/search.7d254c6 (1).svg|/tvs/search.7d254c6 (1).svg,search.7d254c6 (1).svg|search.7d254c6 (1).svg|search.7d254c6 (1).svg,291,24,24
291|24|24|search.7d254c6.svg,same name + size + dimensions,23,6a7ca9e75c7cd75eb8317eb3|6a7caae55c7cd75eb84186d5|6a7cab675c7cd75eb849d666|6a7cabbb5c7cd75eb84f2da6|6a7caf715c7cd75eb88caf7d|6a7c26215c7cd75eb8552665|6a7ba9b55c7cd75eb8298754|6a7b697e5c7cd75eb8e18500|6a7b63455c7cd75eb8b335f4|6a7ba8c85c7cd75eb81b14e5|6a7ba8985c7cd75eb8185f8e|6a7ba8425c7cd75eb8137d9e|6a7ba80c5c7cd75eb8108860|6a7ba7705c7cd75eb80781ab|6a7ba7195c7cd75eb802e3a5|6a7ba6db5c7cd75eb8ff4f96|6a7ba8f85c7cd75eb81df40c|6a7b6a8a5c7cd75eb8e71d9e|6a7c25665c7cd75eb84fb22f|6a7caca95c7cd75eb85df4b0|6a7caec25c7cd75eb8803f52|6a7caef95c7cd75eb88465d8|6a7c23df5c7cd75eb844b851,/airbuds/search.7d254c6.svg|/airbuds2/search.7d254c6.svg|/airbuds3/search.7d254c6.svg|/airbuds4/search.7d254c6.svg|/airbuds5/search.7d254c6.svg|/Bts/search.7d254c6.svg|/ecommerce/All iOS Smartphones - Price in Kenya/search.7d254c6.svg|/ecommerce/All Tecno Smartphones - Price in Kenya/search.7d254c6.svg|/ecommerce/All Xiaomi Smartphones - Price in Kenya (2)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (3)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (4)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (6)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (7)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (8)/search.7d254c6.svg|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya/search.7d254c6.svg|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/search.7d254c6.svg|/itel/search.7d254c6.svg|/Oppo2/search.7d254c6.svg|/Oppo5/search.7d254c6.svg|/Oppo6/search.7d254c6.svg|/tvs/search.7d254c6.svg,search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg|search.7d254c6.svg,291,24,24
2918|320|320|galaxy-buds-core-c-medium (1).webp,same name + size + dimensions,3,6a7ca9dc5c7cd75eb830d353|6a7caadc5c7cd75eb840feab|6a7cab5e5c7cd75eb849327a,/airbuds/galaxy-buds-core-c-medium (1).webp|/airbuds2/galaxy-buds-core-c-medium (1).webp|/airbuds3/galaxy-buds-core-c-medium (1).webp,galaxy-buds-core-c-medium (1).webp|galaxy-buds-core-c-medium (1).webp|galaxy-buds-core-c-medium (1).webp,2918,320,320
2942|320|320|oneplus-buds-pro-7bkrjvu59n-medium.webp,same name + size + dimensions,3,6a7ca9df5c7cd75eb8310ce7|6a7caae55c7cd75eb841863b|6a7cab675c7cd75eb849d4c7,/airbuds/oneplus-buds-pro-7BKRjVu59N-medium.webp|/airbuds2/oneplus-buds-pro-7BKRjVu59N-medium.webp|/airbuds3/oneplus-buds-pro-7BKRjVu59N-medium.webp,oneplus-buds-pro-7BKRjVu59N-medium.webp|oneplus-buds-pro-7BKRjVu59N-medium.webp|oneplus-buds-pro-7BKRjVu59N-medium.webp,2942,320,320
2948|145|145|sony-wf-c710n-c-medium (2).webp,same name + size + dimensions,3,6a7ca9e75c7cd75eb8317ede|6a7caae55c7cd75eb8418712|6a7cab675c7cd75eb849d7a5,/airbuds/Sony-WF-C710N-c-medium (2).webp|/airbuds2/Sony-WF-C710N-c-medium (2).webp|/airbuds3/Sony-WF-C710N-c-medium (2).webp,Sony-WF-C710N-c-medium (2).webp|Sony-WF-C710N-c-medium (2).webp|Sony-WF-C710N-c-medium (2).webp,2948,145,145
2976|145|145|galaxyzflip4q-medium (4).webp,same name + size + dimensions,2,6a7ba89a5c7cd75eb8188744|6a7ba86c5c7cd75eb815df2c,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/galaxyzflip4q-medium (4).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/galaxyzflip4q-medium (4).webp,galaxyzflip4q-medium (4).webp|galaxyzflip4q-medium (4).webp,2976,145,145
2976|145|145|galaxyzflip4q-medium (5).webp,same name + size + dimensions,2,6a7ba89a5c7cd75eb8188898|6a7ba86c5c7cd75eb815df21,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/galaxyzflip4q-medium (5).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/galaxyzflip4q-medium (5).webp,galaxyzflip4q-medium (5).webp|galaxyzflip4q-medium (5).webp,2976,145,145
2976|145|145|tecno-camon-30s-medium (2).webp,same name + size + dimensions,2,6a7b697d5c7cd75eb8e17e29|6a7b6a845c7cd75eb8e6ff26,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-30S-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-30S-medium (2).webp,Tecno-Camon-30S-medium (2).webp|Tecno-Camon-30S-medium (2).webp,2976,145,145
3016|320|320|airpods-4-b-medium (1).webp,same name + size + dimensions,4,6a7ca9d55c7cd75eb83056db|6a7caadb5c7cd75eb840e881|6a7cab5e5c7cd75eb8492260|6a7cabb05c7cd75eb84e84f9,/airbuds/AirPods-4-b-medium (1).webp|/airbuds2/AirPods-4-b-medium (1).webp|/airbuds3/AirPods-4-b-medium (1).webp|/airbuds4/AirPods-4-b-medium (1).webp,AirPods-4-b-medium (1).webp|AirPods-4-b-medium (1).webp|AirPods-4-b-medium (1).webp|AirPods-4-b-medium (1).webp,3016,320,320
3018|320|320|airpods-pro-3-a-medium (1).webp,same name + size + dimensions,3,6a7ca9d45c7cd75eb8305431|6a7caadb5c7cd75eb840e925|6a7cab5e5c7cd75eb8492b30,/airbuds/airpods-pro-3-a-medium (1).webp|/airbuds2/airpods-pro-3-a-medium (1).webp|/airbuds3/airpods-pro-3-a-medium (1).webp,airpods-pro-3-a-medium (1).webp|airpods-pro-3-a-medium (1).webp|airpods-pro-3-a-medium (1).webp,3018,320,320
3028|320|320|oneplus-buds-pro-2-e-medium (1).webp,same name + size + dimensions,2,6a7caae45c7cd75eb8418293|6a7cab675c7cd75eb849d474,/airbuds2/Oneplus-Buds-Pro-2-e-medium (1).webp|/airbuds3/Oneplus-Buds-Pro-2-e-medium (1).webp,Oneplus-Buds-Pro-2-e-medium (1).webp|Oneplus-Buds-Pro-2-e-medium (1).webp,3028,320,320
3036|100|50|google-logo-original (2).webp,same name + size + dimensions,10,6a7ca9de5c7cd75eb830f30e|6a7caadc5c7cd75eb840fd62|6a7cab5e5c7cd75eb8493121|6a7cabb15c7cd75eb84e9a37|6a7caf675c7cd75eb88bf24c|6a7c24ec5c7cd75eb84c4ed6|6a7cac9d5c7cd75eb85d32fd|6a7cadd25c7cd75eb8709dff|6a7caeb85c7cd75eb87f91d9|6a7caeed5c7cd75eb8837dd7,/airbuds/google-logo-original (2).webp|/airbuds2/google-logo-original (2).webp|/airbuds3/google-logo-original (2).webp|/airbuds4/google-logo-original (2).webp|/airbuds5/google-logo-original (2).webp|/itel/google-logo-original (2).webp|/Oppo2/google-logo-original (2).webp|/Oppo3/google-logo-original (2).webp|/Oppo5/google-logo-original (2).webp|/Oppo6/google-logo-original (2).webp,google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp|google-logo-original (2).webp,3036,100,50
3036|100|50|google-logo-original (5).webp,same name + size + dimensions,2,6a7ca9de5c7cd75eb830f28b|6a7c24ec5c7cd75eb84c4fb6,/airbuds/google-logo-original (5).webp|/itel/google-logo-original (5).webp,google-logo-original (5).webp|google-logo-original (5).webp,3036,100,50
3048|145|145|tecnophantomvflip-medium (2).webp,same name + size + dimensions,2,6a7b69825c7cd75eb8e19ab1|6a7b6a8b5c7cd75eb8e72f35,/ecommerce/All Tecno Smartphones - Price in Kenya/tecnophantomvflip-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/tecnophantomvflip-medium (2).webp,tecnophantomvflip-medium (2).webp|tecnophantomvflip-medium (2).webp,3048,145,145
3054|145|145|jbl-tune-buds-2-m-medium (2).webp,same name + size + dimensions,3,6a7ca9de5c7cd75eb830fdc3|6a7caade5c7cd75eb8412000|6a7cab5e5c7cd75eb84937b0,/airbuds/JBL-Tune-Buds-2-m-medium (2).webp|/airbuds2/JBL-Tune-Buds-2-m-medium (2).webp|/airbuds3/JBL-Tune-Buds-2-m-medium (2).webp,JBL-Tune-Buds-2-m-medium (2).webp|JBL-Tune-Buds-2-m-medium (2).webp|JBL-Tune-Buds-2-m-medium (2).webp,3054,145,145
3082|145|145|tecno-camon-40-premier-a-medium (2).webp,same name + size + dimensions,2,6a7b697c5c7cd75eb8e17a04|6a7b6a845c7cd75eb8e700c8,/ecommerce/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Premier-a-medium (2).webp|/ecommerce/Tecno-2/All Tecno Smartphones - Price in Kenya/Tecno-Camon-40-Premier-a-medium (2).webp,Tecno-Camon-40-Premier-a-medium (2).webp|Tecno-Camon-40-Premier-a-medium (2).webp,3082,145,145
3084|320|320|samsung-galaxy-buds-2-mqhutvztuu-medium (1).webp,same name + size + dimensions,2,6a7caae55c7cd75eb84186aa|6a7cab675c7cd75eb849d529,/airbuds2/samsung-galaxy-buds-2-MqHutVZtUU-medium (1).webp|/airbuds3/samsung-galaxy-buds-2-MqHutVZtUU-medium (1).webp,samsung-galaxy-buds-2-MqHutVZtUU-medium (1).webp|samsung-galaxy-buds-2-MqHutVZtUU-medium (1).webp,3084,320,320
3098|320|320|samsung-galaxy-a56-medium (1).webp,same name + size + dimensions,2,6a7ba8c55c7cd75eb81ae585|6a7ba86c5c7cd75eb815e217,/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (1)/Samsung-Galaxy-A56-medium (1).webp|/ecommerce/samsung/All Samsung Smartphones - Price in Kenya (2)/Samsung-Galaxy-A56-medium (1).webp,Samsung-Galaxy-A56-medium (1).webp|Samsung-Galaxy-A56-medium (1).webp,3098,320,320
3108|320|320|samsung-galaxy-buds-3-d-medium (1).webp,same name + size + dimensions,2,6a7caae55c7cd75eb841867a|6a7cab675c7cd75eb849d4df,/airbuds2/Samsung-Galaxy-Buds-3-d-medium (1).webp|/airbuds3/Samsung-Galaxy-Buds-3-d-medium (1).webp,Samsung-Galaxy-Buds-3-d-medium (1).webp|Samsung-Galaxy-Buds-3-d-medium (1).webp,3108,320,320
